instance_id,variant_type,repo,lang,split,status,exclusion_reason,flags,n_f2p_effective,n_p2p_effective,p_hat_orig,p_hat_source_orig,empirical_success_rate
opencodeinstruct-05a77ca5139b,ut_function,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",0.25
opencodeinstruct-f13bca602f36,ut_function,,en,validation,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.75,"measured_pass_at_k(n=2,k=8)",
opencodeinstruct-65493ae488a5,ut_function,,en,excluded,excluded,TOO_HARD,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",0.0
opencodeinstruct-9abc4c6d92c7,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-ae6da37984e5,ut_function,,en,excluded,excluded,TOO_HARD,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",0.0
opencodeinstruct-6f98b1b286c4,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.75,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-a94eced72f47,ut_function,,en,validation,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",
opencodeinstruct-2d2b1f96d32a,ut_function,,en,excluded,excluded,TOO_HARD,PROMPT_FIX_ENTRY_POINT,0,0,0.375,"measured_pass_at_k(n=2,k=16)",0.0
opencodeinstruct-58d8f9668aa4,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-84b802d367c0,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.75,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-e968e270567a,ut_function,,en,excluded,excluded,TOO_HARD,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",0.0
opencodeinstruct-c347c569d2f5,ut_function,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",0.625
opencodeinstruct-77a7e3038cd1,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-0f173e8e97a8,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-a86cf27f66d9,ut_function,,en,validation,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",
opencodeinstruct-d775c447a447,ut_function,,en,test,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.625,"measured_pass_at_k(n=2,k=16)",
opencodeinstruct-6e2e23d71005,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-bfa4e21e35a7,ut_function,,en,test,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.625,"measured_pass_at_k(n=2,k=16)",
opencodeinstruct-6f6b869168fd,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-29e8456303cd,ut_function,,en,test,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.75,"measured_pass_at_k(n=2,k=16)",
opencodeinstruct-6b9d442c8886,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-7f0b2de7ab7b,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-367503d85dc9,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-c0cf5d4829ce,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-68a51032400f,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=1,k=4)",1.0
opencodeinstruct-f2a77e3fcedd,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.375,"measured_pass_at_k(n=2,k=16)",1.0
opencodeinstruct-a204e7e3e87d,ut_function,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=16)",0.75
opencodeinstruct-9cc5eacf276f,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",1.0
kodcode-a45266f6f5d3,ut_pytest,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",1.0
kodcode-26f80b25a330,ut_pytest,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",1.0
kodcode-972c2ffaa656,ut_pytest,,en,validation,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",
kodcode-4ade822aeddb,ut_pytest,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",1.0
kodcode-0cb038eb6f9a,ut_pytest,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",1.0
kodcode-a6433542211b,ut_pytest,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",1.0
kodcode-f433f1a392c9,ut_pytest,,en,excluded,excluded,TOO_HARD,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=16)",0.0
kodcode-24132e1e2228,ut_pytest,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",0.125
kodcode-99a3c343decc,ut_pytest,,en,excluded,excluded,TOO_HARD,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",0.0
kodcode-a340b96c4e3a,ut_pytest,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",0.125
kodcode-3cd9e52d9138,ut_pytest,,en,excluded,excluded,TOO_HARD,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",0.0
kodcode-36e63602eb42,ut_pytest,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",0.375
kodcode-7a491ade718a,ut_pytest,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.75,"measured_pass_at_k(n=2,k=16)",1.0
kodcode-09ac39532164,ut_pytest,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",0.375
kodcode-c7f5fef2158d,ut_pytest,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",1.0
kodcode-a4fce10341b5,ut_pytest,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",0.125
kodcode-1b2189072981,ut_pytest,,en,validation,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",
kodcode-7bc228ffd97f,ut_pytest,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",0.75
kodcode-27b22f2ff154,ut_pytest,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",0.25
kodcode-99d5c68ea54d,ut_pytest,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",1.0
kodcode-4ba3d8accda4,ut_pytest,,en,excluded,excluded,TOO_HARD,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",0.0
kodcode-7b053a7c02d6,ut_pytest,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=16)",0.75
opencodeinstruct-d341485becec,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.75,"measured_pass_at_k(n=2,k=8)",1.0
kodcode-352bf416da14,ut_pytest,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",1.0
kodcode-cf1ef7359d0b,ut_pytest,,en,validation,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",
kodcode-9bc5ee40c811,ut_pytest,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.75,"measured_pass_at_k(n=2,k=8)",1.0
kodcode-7f41c2a75d90,ut_pytest,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.375,"measured_pass_at_k(n=2,k=16)",0.75
kodcode-e481caa564f6,ut_pytest,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",0.5
kodcode-646299f4ad61,ut_pytest,,en,excluded,excluded,TOO_HARD,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",0.0
kodcode-75541597618c,ut_pytest,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",1.0
kodcode-b760df3b8f32,ut_pytest,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",1.0
kodcode-8ef2cff8c589,ut_pytest,,en,test,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",
opencodeinstruct-4dc8f9461efa,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.75,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-01c656387919,ut_function,,en,excluded,excluded,TOO_HARD,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",0.0
ko-native-e6ecdbaaf248,ut_function,,ko,excluded,excluded,TOO_HARD,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=1,k=8)",0.0
ko-native-4917a91d010b,ut_function,,ko,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=1,k=4)",1.0
rstar-d2c5a6e12437,ut_stdio,,en,train,ok,,no_reference_solution,0,0,0.75,"measured_pass_at_k(n=2,k=8)",0.625
rstar-c8051014ca02,ut_stdio,,en,train,ok,,no_reference_solution,0,0,0.5,"measured_pass_at_k(n=2,k=8)",0.75
rstar-0a0de0e5faef,ut_stdio,,en,excluded,excluded,TOO_EASY,no_reference_solution,0,0,0.5,"measured_pass_at_k(n=2,k=8)",1.0
rstar-0ac7e237798f,ut_stdio,,en,excluded,excluded,TOO_EASY,no_reference_solution,0,0,0.5,"measured_pass_at_k(n=2,k=8)",1.0
rstar-2713dad8848e,ut_stdio,,en,train,ok,,no_reference_solution,0,0,0.25,"measured_pass_at_k(n=2,k=8)",0.875
rstar-491bf2245430,ut_stdio,,en,train,ok,,no_reference_solution,0,0,0.75,"measured_pass_at_k(n=2,k=8)",0.875
rstar-e57f7b5011d4,ut_stdio,,en,train,ok,,no_reference_solution,0,0,0.375,"measured_pass_at_k(n=2,k=16)",0.875
rstar-2610cbc5d06f,ut_stdio,,en,train,ok,,no_reference_solution,0,0,0.75,"measured_pass_at_k(n=2,k=8)",0.125
rstar-51504d1f0abd,ut_stdio,,en,train,ok,,no_reference_solution;HARD_BUT_PARTIAL_SIGNAL,0,0,0.5,"measured_pass_at_k(n=2,k=8)",0.0
rstar-61e0066d1dda,ut_stdio,,en,train,ok,,no_reference_solution,0,0,0.5,"measured_pass_at_k(n=2,k=8)",0.25
rstar-fbbf6c25cdfb,ut_stdio,,en,excluded,excluded,TOO_EASY,no_reference_solution,0,0,0.5,"measured_pass_at_k(n=2,k=8)",1.0
rstar-857ccf29773e,ut_stdio,,en,train,ok,,no_reference_solution,0,0,0.5,"measured_pass_at_k(n=2,k=8)",0.875
rstar-29f6191bd2d7,ut_stdio,,en,excluded,excluded,TOO_EASY,no_reference_solution,0,0,0.5,"measured_pass_at_k(n=2,k=8)",1.0
rstar-444f335bdd4d,ut_stdio,,en,train,ok,,no_reference_solution;HARD_BUT_PARTIAL_SIGNAL,0,0,0.75,"measured_pass_at_k(n=2,k=8)",0.0
rstar-55aee684a228,ut_stdio,,en,train,ok,,no_reference_solution,0,0,0.5,"measured_pass_at_k(n=2,k=8)",0.625
rstar-f145a149176c,ut_stdio,,en,excluded,excluded,TOO_EASY,no_reference_solution,0,0,0.25,"measured_pass_at_k(n=2,k=8)",1.0
rstar-1376cf1a79b7,ut_stdio,,en,train,ok,,no_reference_solution;HARD_BUT_PARTIAL_SIGNAL,0,0,0.25,"measured_pass_at_k(n=2,k=8)",0.0
rstar-dddbf202b431,ut_stdio,,en,test,ok,,no_reference_solution,0,0,0.25,"measured_pass_at_k(n=2,k=8)",
rstar-d0c2c6396d8e,ut_stdio,,en,validation,ok,,no_reference_solution,0,0,0.5,"measured_pass_at_k(n=2,k=8)",
rstar-d1d29ee29738,ut_stdio,,en,excluded,excluded,TOO_EASY,no_reference_solution,0,0,0.25,"measured_pass_at_k(n=2,k=8)",1.0
rstar-af2e8b083461,ut_stdio,,en,train,ok,,no_reference_solution;HARD_BUT_PARTIAL_SIGNAL,0,0,0.375,"measured_pass_at_k(n=2,k=16)",0.0
rstar-bda8dd4f5bb4,ut_stdio,,en,excluded,excluded,TOO_EASY,no_reference_solution,0,0,0.5,"measured_pass_at_k(n=2,k=8)",1.0
rstar-1a11b95509be,ut_stdio,,en,validation,ok,,no_reference_solution,0,0,0.5,"measured_pass_at_k(n=2,k=8)",
rstar-92a0016c86a9,ut_stdio,,en,validation,ok,,no_reference_solution,0,0,0.375,"measured_pass_at_k(n=2,k=16)",
rstar-5ea932164ff6,ut_stdio,,en,excluded,excluded,TOO_EASY,no_reference_solution,0,0,0.25,"measured_pass_at_k(n=2,k=8)",1.0
rstar-7a401e09766f,ut_stdio,,en,train,ok,,no_reference_solution,0,0,0.5,"measured_pass_at_k(n=2,k=8)",0.875
rstar-76710a045f2f,ut_stdio,,en,validation,ok,,no_reference_solution,0,0,0.75,"measured_pass_at_k(n=2,k=8)",
rstar-58f2a89502e4,ut_stdio,,en,train,ok,,no_reference_solution,0,0,0.25,"measured_pass_at_k(n=2,k=8)",0.625
rstar-ebe1e812b968,ut_stdio,,en,train,ok,,no_reference_solution,0,0,0.5,"measured_pass_at_k(n=2,k=8)",0.625
rstar-963cf2e16baa,ut_stdio,,en,train,ok,,no_reference_solution,0,0,0.375,"measured_pass_at_k(n=2,k=16)",0.75
rstar-e9f5823d84b7,ut_stdio,,en,train,ok,,no_reference_solution,0,0,0.5,"measured_pass_at_k(n=2,k=8)",0.875
rstar-99422d2e822e,ut_stdio,,en,excluded,excluded,TOO_HARD,no_reference_solution,0,0,0.25,"measured_pass_at_k(n=2,k=8)",0.0
opencodeinstruct-95616b3d89a4,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-5e14c9aff723,ut_function,,en,test,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",
opencodeinstruct-ceedc5e5dc2b,ut_function,,en,excluded,excluded,TOO_HARD,PROMPT_FIX_ENTRY_POINT,0,0,0.75,"measured_pass_at_k(n=2,k=8)",0.0
opencodeinstruct-24d3db93fcaf,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=16)",1.0
opencodeinstruct-6b8a06103560,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-7fbe6aa181a5,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.75,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-c3ccde87e787,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.75,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-1fbb62af475c,ut_function,,en,test,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=16)",
opencodeinstruct-2f08bc1a64e0,ut_function,,en,excluded,excluded,TOO_HARD,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",0.0
opencodeinstruct-57fc03aa30b1,ut_function,,en,excluded,excluded,TOO_HARD,PROMPT_FIX_ENTRY_POINT,0,0,0.75,"measured_pass_at_k(n=2,k=8)",0.0
opencodeinstruct-7a6651742ecf,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-32a6204408ee,ut_function,,en,test,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",
opencodeinstruct-d7fc1976df30,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-3c2898915911,ut_function,,en,excluded,excluded,DUPLICATE,dup_of:opencodeinstruct-0d0e09bba9a9;PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",
opencodeinstruct-ca00a3d66f7f,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-5baeef69ef73,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-c446b7834a9b,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-56fd21d4d1eb,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-28e705df053e,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-357299f05e06,ut_function,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.75,"measured_pass_at_k(n=2,k=8)",0.5
opencodeinstruct-7994c3a8644c,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-9d87c707d08d,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.75,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-ab0761919b7e,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-227a782c5313,ut_function,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",0.75
opencodeinstruct-6dca0162d380,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-fb80c257e595,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-539ebf45a1d2,ut_function,,en,test,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=16)",
opencodeinstruct-d19140d4e460,ut_function,,en,test,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",
opencodeinstruct-11b3e1cc0baf,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-32e933463e69,ut_function,,en,excluded,excluded,TOO_HARD,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",0.0
opencodeinstruct-2d673e7099d8,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.75,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-c87cfc264d21,ut_function,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",0.75
opencodeinstruct-b3d396233f6b,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=16)",1.0
opencodeinstruct-f620dfd6f828,ut_function,,en,test,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",
opencodeinstruct-d9335a51f877,ut_function,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",0.75
opencodeinstruct-e96681f945e2,ut_function,,en,excluded,excluded,TOO_HARD,PROMPT_FIX_ENTRY_POINT,0,0,0.75,"measured_pass_at_k(n=2,k=8)",0.0
opencodeinstruct-a5eae463491a,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",1.0
kodcode-a8e3ec5174fc,ut_pytest,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.75,"measured_pass_at_k(n=2,k=8)",1.0
kodcode-3de557afae2e,ut_pytest,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",1.0
kodcode-c76ffe45ecfe,ut_pytest,,en,test,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.75,"measured_pass_at_k(n=2,k=8)",
opencodeinstruct-5ddb2860237e,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",1.0
kodcode-b0a82578795b,ut_pytest,,en,validation,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",
kodcode-de197a30fa7e,ut_pytest,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",0.75
kodcode-39189785bad5,ut_pytest,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.375,"measured_pass_at_k(n=2,k=16)",1.0
kodcode-38e54ead36dc,ut_pytest,,en,test,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",
opencodeinstruct-0ed5c80f4309,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=16)",1.0
kodcode-11c80272e5da,ut_pytest,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.75,"measured_pass_at_k(n=2,k=8)",1.0
kodcode-d2ef6238759f,ut_pytest,,en,validation,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",
kodcode-0af7e16e3b13,ut_pytest,,en,train,ok,,HARD_BUT_PARTIAL_SIGNAL;PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",0.0
kodcode-2fe35bc65ecd,ut_pytest,,en,validation,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.75,"measured_pass_at_k(n=2,k=8)",
kodcode-814a455c7220,ut_pytest,,en,excluded,excluded,TOO_HARD,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",0.0
kodcode-f9c25042c9c0,ut_pytest,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.75,"measured_pass_at_k(n=2,k=8)",1.0
kodcode-ba8d642ba285,ut_pytest,,en,train,ok,,HARD_BUT_PARTIAL_SIGNAL;PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",0.0
kodcode-64627873af1e,ut_pytest,,en,test,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",
opencodeinstruct-57266b199e7e,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",1.0
kodcode-2fbb25d82fd5,ut_pytest,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",0.75
kodcode-c02552749997,ut_pytest,,en,validation,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.375,"measured_pass_at_k(n=2,k=16)",
kodcode-ba4d584f44b2,ut_pytest,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",0.875
kodcode-041b98e8751d,ut_pytest,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",1.0
kodcode-1ae94a282f67,ut_pytest,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-aa8d00484991,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",1.0
kodcode-ff1eff0e678f,ut_pytest,,en,test,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",
kodcode-19f806a94a7e,ut_pytest,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",0.75
kodcode-a09932af5b3d,ut_pytest,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",1.0
kodcode-b16cd30662db,ut_pytest,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",1.0
